"id","age","male","rs","idm","agem","rsm","idf"
"hkppu",18,1,NA,"kcg3b",NA,NA,"kcg3b"
"c01kx",26,2,0,"kcg3b",NA,3,"kcg3b"
"vjo4c",7,2,NA,"yew9x",26,3,"kcg3b"
"f06at",1,1,NA,"snslu",23,5,"fhqxv"
"ir81c",0,2,NA,"kcg3b",NA,NA,"kcg3b"
"n3rfz",13,2,NA,"u9eea",35,3,"a8b79"
"gltvy",8,2,NA,"hlabv",30,4,"jrdzb"
"fyd5k",13,1,NA,"thy99",36,4,"srhyj"
"e8j2o",22,2,2,"kcg3b",NA,6,"kcg3b"
"zq7cv",16,1,NA,"ijmnd",55,5,"jxitw"
"hlvli",20,2,2,"kcg3b",NA,4,"kcg3b"
"qk5gl",1,2,NA,"f4eif",32,2,"kcg3b"
"s69bg",22,2,4,"kcg3b",NA,5,"kcg3b"
"xur9y",8,1,NA,"mrp87",32,3,"dlav5"
"n0k3w",4,2,NA,"d5tr8",34,5,"v9216"
"ddecl",1,2,NA,"l0njt",21,5,"kcg3b"
"voxwi",30,2,5,"kcg3b",NA,2,"kcg3b"
"fwaeo",3,1,NA,"v6xc9",34,8,"lemrr"
"trvpz",3,1,NA,"kcorf",25,1,"w2deg"
"bqtjo",7,1,NA,"zwdws",24,3,"stug1"
"i8yml",6,1,NA,"jg2us",29,4,"altk7"
"obb5z",4,2,NA,"sz59j",44,2,"kcg3b"
"c6pzz",7,2,NA,"b4lrv",23,4,"p7kdc"
"jio0h",15,2,NA,"kcg3b",NA,NA,"kcg3b"
"ka5gl",38,1,1,"kcg3b",NA,6,"kcg3b"
"jgs4i",26,2,0,"kcg3b",NA,6,"kcg3b"
"l3ecg",0,1,NA,"ev0sj",21,3,"sfr15"
"rbl7m",18,1,NA,"kcg3b",NA,NA,"kcg3b"
"gul89",7,1,NA,"ngtup",37,10,"b0ikf"
"ua1kx",34,1,3,"kcg3b",NA,2,"kcg3b"
"kismw",20,2,NA,"inepd",51,6,"bo97z"
"kp4aq",27,1,1,"kcg3b",NA,6,"kcg3b"
"loe0h",24,2,NA,"x04og",63,4,"j1knh"
"eew47",23,1,NA,"v0xbp",50,6,"kcg3b"
"ptv7l",5,2,NA,"iqffd",35,1,"kcg3b"
"xtj74",10,1,NA,"qf0zs",43,2,"kcg3b"
"cxvw6",10,1,NA,"decrn",36,5,"t8l2n"
"czccs",26,2,NA,"kcg3b",NA,NA,"kcg3b"
"zi3v0",30,1,1,"kcg3b",NA,4,"kcg3b"
"j0chz",0,1,NA,"yyx4t",17,1,"bdnge"
"gxdj3",46,2,7,"kcg3b",NA,3,"kcg3b"
"ezw9i",35,2,6,"kcg3b",NA,5,"kcg3b"
"dl8vu",35,2,6,"kcg3b",NA,4,"kcg3b"
"rd30w",2,2,NA,"vzdhq",22,2,"qhg5r"
"nmljp",31,2,3,"kcg3b",NA,4,"kcg3b"
"qmndr",37,1,4,"kcg3b",NA,7,"kcg3b"
"r7tzm",11,2,NA,"kcg3b",NA,NA,"kcg3b"
"e6sbd",5,1,NA,"imhmw",30,7,"rbgxs"
"f16ty",11,1,NA,"epckp",46,6,"yr28x"
"ujh6p",1,2,NA,"oy5mn",24,2,"iw8pe"
"gk213",5,2,NA,"dozsm",42,4,"kcg3b"
"h1may",18,2,1,"kcg3b",NA,5,"kcg3b"
"dhqvb",16,1,NA,"dl8vu",35,6,"h07c7"
"n8ge2",52,2,7,"kcg3b",NA,NA,"kcg3b"
"cp5f1",25,2,3,"kcg3b",NA,2,"kcg3b"
"cek1z",2,2,NA,"ztz6w",25,3,"kcg3b"
"baxwa",13,2,NA,"fw9fg",46,7,"sniww"
"t55zy",10,1,NA,"xr5tq",38,4,"kcg3b"
"u8xcp",3,1,NA,"wgaen",23,2,"yudjn"
"vtm1w",10,2,NA,"hlabv",30,4,"jrdzb"
"rfah2",5,2,NA,"dsta0",27,1,"kcg3b"
"ckt8y",0,2,NA,"rw6ld",27,2,"kcg3b"
"uvgow",37,2,5,"kcg3b",NA,1,"kcg3b"
"jngkg",19,2,NA,"h68ud",59,8,"hbosg"
"itc1e",20,1,NA,"jvlso",51,3,"x33fr"
"rm4zj",19,2,NA,"li4qq",38,3,"kcg3b"
"jilhd",27,2,0,"kcg3b",NA,6,"kcg3b"
"az9iy",47,1,5,"kcg3b",NA,6,"kcg3b"
"gknza",48,1,7,"kcg3b",NA,4,"kcg3b"
"crl5s",1,1,NA,"sjxmz",20,2,"zwx6u"
"owmfd",17,2,NA,"dcs7a",32,6,"kcg3b"
"sbrzx",47,2,2,"qmanj",68,5,"kcg3b"
"g24el",11,2,NA,"kw4o3",35,6,"jc71l"
"k574h",46,1,6,"kcg3b",NA,7,"kcg3b"
"j3k0g",23,2,3,"kcg3b",NA,2,"kcg3b"
"x6nsu",26,1,1,"kcg3b",NA,5,"kcg3b"
"puyh4",49,2,4,"kcg3b",NA,4,"kcg3b"
"ax5mt",13,2,NA,"b5eov",34,5,"xat80"
"fsfpt",47,1,6,"kcg3b",NA,2,"kcg3b"
"frlmf",12,2,NA,"f2txn",41,10,"kcg3b"
"o3iku",32,1,NA,"vsysy",57,2,"oqwve"
"tzmpg",15,2,NA,"dm6qo",32,3,"xvemj"
"mapfp",20,2,NA,"af8v6",32,4,"nzz7t"
"dvm1z",53,2,4,"kcg3b",NA,3,"kcg3b"
"k22cm",3,2,NA,"rv4nx",42,6,"yvuxu"
"aqlqk",4,1,NA,"vlg24",47,9,"kcg3b"
"lgm75",42,2,6,"kcg3b",NA,7,"kcg3b"
"wue9c",20,2,1,"kcg3b",NA,7,"kcg3b"
"xl634",18,2,1,"b0vcv",49,3,"jmtax"
"j185m",38,2,6,"kcg3b",NA,4,"kcg3b"
"c7i7z",12,1,NA,"mpze0",39,5,"kcg3b"
"cs580",0,1,NA,"b2kqi",25,4,"dhhwk"
"aa8co",4,2,NA,"z2h29",22,2,"i3hek"
"pits2",8,2,NA,"eszum",23,3,"xqww4"
"v0z6q",22,1,NA,"h1h5h",56,3,"kcg3b"
"vuvbs",28,2,2,"kcg3b",NA,6,"kcg3b"
"l2108",0,1,NA,"fwwxb",34,2,"kxxiz"
"rao4y",15,1,NA,"tcnxg",34,6,"ix3mp"
"bk83p",32,2,5,"kcg3b",NA,2,"kcg3b"
"wb6eb",30,2,6,"kcg3b",NA,4,"kcg3b"
"ru6ok",7,1,NA,"a3tqm",40,8,"m9ef0"
"v1fa1",1,1,NA,"nulu5",18,1,"lxjx2"
"ivvmw",58,2,3,"kcg3b",NA,4,"kcg3b"
"xu3vb",29,1,1,"kcg3b",NA,3,"kcg3b"
"h68ud",59,2,8,"kcg3b",NA,6,"kcg3b"
"bjzkj",30,1,0,"lb0te",59,5,"y5h70"
"uryv7",18,1,NA,"lc8pt",35,7,"uv0tj"
"wsuex",15,1,NA,"s3twf",49,2,"j1hor"
"gmg7n",5,2,NA,"lzpi4",29,5,"fcxxd"
"ud9t7",11,2,NA,"tjne9",40,9,"cctnd"
"prcff",14,1,NA,"ac91w",35,8,"tj6i7"
"zjlj4",24,2,NA,"qqvrn",40,9,"kcg3b"
"m16uh",19,1,NA,"dgdo8",53,5,"kcg3b"
"kw1la",10,1,NA,"kcg3b",NA,NA,"kcg3b"
"ef5vy",26,1,2,"kcg3b",NA,6,"kcg3b"
"cgzoy",19,2,NA,"uuqew",50,8,"kcg3b"
"o8o0l",16,1,NA,"ocbi5",43,10,"kcg3b"
"ed1hz",43,1,6,"kcg3b",NA,3,"kcg3b"
"agir5",14,1,NA,"h3bb7",58,5,"a3qog"
"i1pi4",7,2,NA,"yv95e",37,3,"e1fxd"
"h19zv",29,2,3,"kcg3b",NA,5,"kcg3b"
"wlj1y",7,1,NA,"xaii0",22,3,"e1ufv"
"e1gdv",7,1,NA,"oa0c3",23,3,"kcg3b"
"qy72h",15,2,NA,"ndhqx",53,5,"kbk0e"
"tesap",8,2,NA,"aaxnj",28,2,"na1r9"
"pybw2",18,1,NA,"o1ol0",34,3,"kcg3b"
"ug5uq",12,1,NA,"eiq6r",40,6,"kcg3b"
"lsrwa",9,1,NA,"vvfvo",30,3,"bvf08"
"wpe4t",19,2,1,"kcg3b",NA,2,"kcg3b"
"q6evj",33,2,3,"kcg3b",NA,2,"kcg3b"
"doad0",48,1,3,"kcg3b",NA,2,"kcg3b"
"jory9",10,2,NA,"o2zab",34,3,"kcg3b"
"dbze6",7,1,NA,"wb6eb",30,6,"ekobx"
"yr1lp",2,1,NA,"lqepo",19,2,"rg33w"
"m9xul",53,2,8,"kcg3b",NA,4,"kcg3b"
"zlfdp",3,2,NA,"jjyol",25,5,"tb6x8"
"m197h",2,1,NA,"arq9r",25,4,"zul3a"
"eujz4",14,2,NA,"epckp",46,6,"yr28x"
"vg30p",21,2,NA,"huru9",37,5,"h5cbe"
"tue1o",14,1,NA,"kcg3b",NA,NA,"kcg3b"
"hb85u",1,2,NA,"f9gvx",16,1,"xbi77"
"kos62",27,2,2,"kcg3b",NA,NA,"kcg3b"
"srnr2",0,2,NA,"gf3oq",21,2,"nqj62"
"l2gey",16,1,NA,"xmvo8",38,8,"kcg3b"
"d4kml",32,1,2,"kcg3b",NA,3,"kcg3b"
"btptr",1,2,NA,"p807n",24,1,"upix0"
"tbpaa",16,2,NA,"zt3z9",45,10,"kcg3b"
"mwnia",47,2,11,"kcg3b",NA,7,"kcg3b"
"adrbo",1,2,NA,"us8q4",21,1,"wvdpz"
"csbxh",4,2,NA,"wxnxy",27,4,"qsy90"
"jzk7d",20,1,NA,"t372j",47,5,"oridl"
"m78bw",44,2,4,"kcg3b",NA,4,"kcg3b"
"zwdws",24,2,3,"kcg3b",NA,5,"kcg3b"
"shgur",2,2,NA,"avvdp",25,1,"p8ykr"
"w0qw6",13,1,NA,"gyg5c",52,5,"oyamp"
"c9syb",7,1,NA,"r8f49",27,3,"kcg3b"
"bw4gt",55,2,7,"kcg3b",NA,7,"kcg3b"
"xput1",32,2,3,"kcg3b",NA,9,"kcg3b"
"gw29b",19,2,1,"kcg3b",NA,NA,"kcg3b"
"aeufj",25,2,4,"kcg3b",NA,5,"kcg3b"
"qgvxj",10,2,NA,"hvdtv",39,8,"kcg3b"
"f2g6o",9,2,NA,"kill9",32,5,"ju83q"
"g0vt4",14,1,NA,"rdnah",35,6,"nenho"
"a3fyi",18,2,2,"kcg3b",NA,6,"kcg3b"
"ul9we",24,2,1,"rdafu",56,6,"wzq9q"
"oyygz",1,1,NA,"t2af6",23,3,"kcg3b"
"wxznm",3,2,NA,"djzde",27,5,"qk2dy"
"xif5n",2,1,NA,"u49bh",20,2,"kcg3b"
"dlov9",9,1,NA,"kcg3b",NA,NA,"kcg3b"
"cn0j8",24,1,0,"kcg3b",NA,NA,"kcg3b"
"nwqsx",16,1,NA,"cju1c",39,6,"owdep"
"tyta9",8,1,NA,"wbulh",41,4,"kcg3b"
"poewv",24,1,1,"kcg3b",NA,5,"kcg3b"
"wz1v3",7,1,NA,"ggj8y",33,3,"kcg3b"
"h4515",5,2,NA,"xw6ps",22,3,"kcg3b"
"h2jl6",18,2,NA,"kcg3b",NA,NA,"kcg3b"
"gl3gj",10,2,NA,"ipu6e",45,3,"nc0gw"
"abga7",55,1,4,"kcg3b",NA,4,"kcg3b"
"a1u05",17,1,NA,"pky60",37,2,"c7evr"
"pghhn",52,2,6,"kcg3b",NA,4,"kcg3b"
"so2ny",17,2,0,"kcg3b",NA,NA,"kcg3b"
"jpp35",11,1,NA,"dauqa",33,6,"w8n5t"
"oi30l",15,1,NA,"yv95e",37,3,"e1fxd"
"f8hno",3,2,NA,"nqujw",35,6,"ycn98"
"t9iqj",2,1,NA,"zezxy",18,2,"k0kcr"
"hpnnx",13,1,NA,"kcg3b",NA,NA,"kcg3b"
"zkn14",14,2,NA,"af8v6",32,4,"nzz7t"
"n9lgv",0,1,NA,"ktuzm",21,1,"kcg3b"
"kwyzd",15,2,NA,"qf0zs",43,2,"kcg3b"
"q3u4l",6,1,NA,"oswqd",37,7,"feiq0"
"eorpk",17,2,NA,"kcg3b",NA,NA,"kcg3b"
"aienr",17,1,NA,"x9urh",38,8,"mult9"
"wvhn2",15,2,NA,"towva",48,7,"f2oif"
"eo15w",23,2,0,"kcg3b",NA,9,"kcg3b"
"i380i",19,2,1,"kcg3b",NA,9,"kcg3b"
"shxpd",3,2,NA,"gtnu8",18,4,"f2fyf"
"nsez9",3,1,NA,"sdga3",23,2,"dz1eh"
"vgthu",51,1,9,"kcg3b",NA,8,"kcg3b"
"b2u2y",29,2,5,"gyc46",47,8,"kcg3b"
"b6d4p",0,2,NA,"iphta",24,5,"aw3ly"
"aaqau",41,1,0,"kcg3b",NA,1,"kcg3b"
"asm4e",30,1,2,"kcg3b",NA,NA,"kcg3b"
"mtmfd",1,2,NA,"g7bul",27,1,"t1vff"
"fz4df",18,1,NA,"k1dui",47,6,"ubkk9"
"k3y97",16,1,NA,"jorn6",33,3,"kcg3b"
"mzti7",4,1,NA,"izd14",45,7,"kcg3b"
"ul0nj",24,1,2,"kcg3b",NA,7,"kcg3b"
"qjjh2",13,1,NA,"x9urh",38,8,"mult9"
"qbg5t",59,2,10,"kcg3b",NA,NA,"kcg3b"
"l5738",15,1,NA,"urvx6",36,5,"kcg3b"
"tmh16",15,1,NA,"xemvh",55,7,"q36dw"
"ycdev",13,2,NA,"kcg3b",NA,NA,"kcg3b"
"q49bt",8,2,NA,"pgjdl",33,5,"hwcm8"
"o1agl",18,2,NA,"be04c",51,9,"fu543"
"y30mi",9,2,NA,"m7a8a",36,6,"na5jq"
"d58v6",12,2,NA,"rh7gk",33,3,"kcg3b"
"vxezv",6,1,NA,"gnaot",33,5,"an0vs"
"sphrj",9,2,NA,"vku6n",28,4,"tsl7u"
"dk0yx",41,2,4,"kcg3b",NA,4,"kcg3b"
"ipnet",21,2,2,"kcg3b",NA,6,"kcg3b"
"b5irv",22,2,1,"kcg3b",NA,5,"kcg3b"
"vrot0",45,2,2,"kcg3b",NA,5,"kcg3b"
"zqyf7",8,1,NA,"id2yb",24,3,"m78cw"
"lo6fe",43,1,0,"kcg3b",NA,NA,"kcg3b"
"ihah5",10,1,NA,"al66t",29,2,"m9sbl"
"edutj",16,2,NA,"kcg3b",NA,4,"kcg3b"
"wwuct",15,1,NA,"rpc52",40,5,"kcg3b"
"gq9t9",11,2,NA,"lgm75",42,6,"fsfpt"
"nbk7z",6,1,NA,"a51ki",27,2,"hsbib"
"ecbzr",7,2,NA,"o1d2d",31,2,"kwjgr"
"nf510",26,1,0,"kcg3b",NA,4,"kcg3b"
"re0dq",25,1,NA,"kddbh",57,4,"kcg3b"
"p2m67",2,1,NA,"z7y5w",39,5,"kcg3b"
"vgh9w",8,2,NA,"tvaly",27,3,"kcg3b"
"asx24",59,1,1,"kcg3b",NA,4,"kcg3b"
"wdkyc",23,2,4,"kcg3b",NA,NA,"kcg3b"
"dtwex",7,2,NA,"en1s0",25,3,"c3ixw"
"jl5fy",47,2,3,"kcg3b",NA,3,"kcg3b"
"id4fj",7,1,NA,"yamnt",24,3,"pe6ab"
"ipchp",0,1,NA,"fdpzt",28,3,"w13x4"
"on727",16,2,NA,"k1dui",47,6,"ubkk9"
"hsrfl",31,2,3,"kcg3b",NA,9,"kcg3b"
"zbalo",5,2,NA,"hdzrn",26,2,"kcg3b"
"rsu2r",3,2,NA,"fgjjm",36,3,"mhbuu"
"h1kqn",13,1,NA,"cju1c",39,6,"owdep"
"pmm15",4,1,NA,"rb6za",29,4,"q5r4g"
"qjiwv",13,2,NA,"q1atv",31,5,"wn38c"
"x57n6",29,1,2,"kcg3b",NA,3,"kcg3b"
"ivkxl",59,2,4,"kcg3b",NA,4,"kcg3b"
"r2gze",0,1,NA,"vo9yu",19,1,"kj6dn"
"k4gvv",58,2,5,"kcg3b",NA,3,"kcg3b"
"gwstt",47,2,6,"kcg3b",NA,5,"kcg3b"
"wyscc",19,2,NA,"tadaj",40,6,"kcg3b"
"zrb6h",29,1,0,"kcg3b",NA,4,"kcg3b"
"aiib4",13,1,NA,"kcg3b",NA,NA,"kcg3b"
"q0aty",15,2,NA,"huru9",37,5,"h5cbe"
"sq2oy",36,1,3,"kcg3b",NA,3,"kcg3b"
"oy5mn",24,2,2,"kcg3b",NA,3,"kcg3b"
"zzez1",0,1,NA,"ulf8k",23,3,"baf22"
"orgma",0,1,NA,"g8uea",33,5,"hfqgd"
"gtsqz",53,1,0,"kcg3b",NA,3,"kcg3b"
"b7uy2",46,1,8,"kcg3b",NA,5,"kcg3b"
"gsc7z",0,1,NA,"i1216",37,6,"zqza4"
"ydapc",3,1,NA,"jwkxx",24,2,"osdp0"
"tc6as",17,1,NA,"esl0z",34,8,"szvgy"
"fvplt",57,2,2,"kcg3b",NA,2,"kcg3b"
"l9t72",20,2,NA,"kcg3b",NA,NA,"kcg3b"
"kbsg6",11,1,NA,"wwz0m",31,4,"kcg3b"
"n2yf5",8,2,NA,"dp68k",24,5,"hl77h"
"va9mk",24,1,0,"kcg3b",NA,8,"kcg3b"
"iiqwa",3,1,NA,"czofv",24,2,"t2scp"
"hdzrn",26,2,2,"kcg3b",NA,3,"kcg3b"
"n27wy",13,2,NA,"pf0zv",32,2,"kcg3b"
"nzp0j",34,1,3,"kcg3b",NA,4,"kcg3b"
"jkuuh",47,2,4,"kcg3b",NA,5,"kcg3b"
"rjcie",29,2,2,"kcg3b",NA,4,"kcg3b"
"xt1kj",8,1,NA,"nhuq8",27,4,"kcg3b"
"p91cq",40,2,0,"kcg3b",NA,8,"kcg3b"
"p934y",57,2,8,"kcg3b",NA,5,"kcg3b"
"qb34v",58,2,3,"kcg3b",NA,5,"kcg3b"
"k9hxl",33,2,5,"kcg3b",NA,6,"kcg3b"
"dqdll",11,2,NA,"lcqr5",41,10,"kcg3b"
"r7i3f",0,2,NA,"bey8g",32,6,"lemrr"
"c3fnz",11,2,NA,"sgi2h",29,4,"kcg3b"
"z4cgv",0,2,NA,"ny50p",30,5,"z70q4"
"ni4jn",11,1,NA,"tym3z",36,4,"w08cn"
"xl4z4",23,1,NA,"jadnw",55,5,"kcg3b"
"jd4m5",8,2,NA,"ufgvy",25,3,"kcg3b"
"xp9e9",3,1,NA,"okbi6",41,6,"iaaji"
"e0cth",0,1,NA,"jnsbz",25,2,"kcg3b"
"k9j6s",51,2,4,"kcg3b",NA,7,"kcg3b"
"c76tn",18,2,NA,"kcg3b",NA,NA,"kcg3b"
"hb7mp",76,2,3,"kcg3b",NA,4,"kcg3b"
"qqn7v",27,1,2,"kcg3b",NA,NA,"kcg3b"
"jwz0y",12,2,NA,"gp3b7",30,5,"bmxhi"
"btz94",1,2,NA,"ak2zk",35,5,"mzo4q"
"w7xka",23,1,NA,"ihade",58,5,"uoimz"
"pvlkf",21,2,4,"kcg3b",NA,8,"kcg3b"
"oqybd",5,1,NA,"iakqz",28,3,"kcg3b"
"nryc8",48,2,2,"kcg3b",NA,3,"kcg3b"
"dhg36",37,2,1,"kcg3b",NA,1,"kcg3b"
"lmjte",29,1,2,"n8ge2",52,7,"kcg3b"
"kzh4n",8,2,NA,"pmgbh",45,6,"qqx6b"
"a8b79",39,1,3,"kcg3b",NA,3,"kcg3b"
"rprd4",14,2,NA,"kcg3b",NA,NA,"kcg3b"
"e8r6l",20,2,NA,"kcg3b",NA,NA,"kcg3b"
"uzsnp",1,2,NA,"u2koh",27,3,"kcg3b"
"avic2",6,2,NA,"awl0x",25,2,"qjojh"
"aiw04",18,1,NA,"towva",48,7,"f2oif"
"aw3ly",30,1,5,"kcg3b",NA,1,"kcg3b"
"y7x1r",27,1,2,"kcg3b",NA,7,"kcg3b"
"h3q8t",8,1,NA,"f178z",27,3,"cq65f"
"e6bp3",33,1,2,"kcg3b",NA,NA,"kcg3b"
"qw204",4,2,NA,"g8uea",33,5,"hfqgd"
"q7tbr",21,1,NA,"gnl0t",59,8,"kcg3b"
"bk4rn",36,2,2,"biu1p",57,5,"rza63"
"u2836",1,2,NA,"t2af6",23,3,"kcg3b"
"arfkh",30,2,3,"kcg3b",NA,7,"kcg3b"
"nr378",6,2,NA,"s69bg",22,4,"ok32n"
"eoag4",6,1,NA,"cbdhy",31,4,"qt1qc"
"llb6j",28,1,1,"kcg3b",NA,5,"kcg3b"
"gj36j",32,2,4,"kcg3b",NA,4,"kcg3b"
"r6uri",3,1,NA,"t83sq",33,5,"stt6b"
"uy4ed",7,2,NA,"j185m",38,6,"kcg3b"
"x2r3v",11,2,NA,"r4t1b",35,3,"omstr"
"p9zvl",0,1,NA,"la51p",23,4,"rq9bl"
"rnhj5",10,1,NA,"fk15u",29,3,"gfymn"
"iex3h",17,2,0,"kcg3b",NA,NA,"kcg3b"
"wt22u",15,1,NA,"m78bw",44,4,"w66db"
"dvdes",12,2,NA,"ig94n",41,7,"s30fx"
"fz7z6",19,2,1,"kcg3b",NA,8,"kcg3b"
"idg8j",9,1,NA,"tjne9",40,9,"cctnd"
"uoimz",70,1,5,"kcg3b",NA,3,"kcg3b"
"g0g0v",48,2,1,"kcg3b",NA,6,"kcg3b"
"a5pj3",27,1,3,"kcg3b",NA,3,"kcg3b"
"gsgwt",17,1,NA,"xzsln",46,6,"mkvgm"
"mi35i",34,2,0,"kcg3b",NA,3,"kcg3b"
"rud2n",26,2,4,"kcg3b",NA,5,"kcg3b"
"t4u6a",16,2,NA,"a4969",45,6,"nhbov"
"a0893",30,1,4,"kcg3b",NA,3,"kcg3b"
"imhmw",30,2,7,"kcg3b",NA,4,"kcg3b"
"itg54",63,1,6,"kcg3b",NA,4,"kcg3b"
"yn35l",1,2,NA,"fp9ah",34,6,"rlt2t"
"ej5f3",27,2,4,"kcg3b",NA,4,"kcg3b"
"eja43",59,1,0,"kcg3b",NA,1,"kcg3b"
"pplof",51,1,6,"kcg3b",NA,3,"kcg3b"
"f7c2k",12,2,NA,"kcg3b",NA,NA,"kcg3b"
"mbykb",19,1,1,"kcg3b",NA,2,"kcg3b"
"dxz65",28,1,2,"kcg3b",NA,5,"kcg3b"
"gprye",2,2,NA,"j31km",45,9,"x7o6z"
"yav1e",16,1,NA,"jyi0j",37,3,"kcg3b"
"aax0f",4,2,NA,"kz93t",21,1,"nm7xa"
"ogz2g",39,1,4,"kcg3b",NA,2,"kcg3b"
"jfb8r",3,1,NA,"p4x6y",30,4,"ulvjc"
"iphta",24,2,5,"kcg3b",NA,4,"kcg3b"
"n94mh",29,1,1,"kcg3b",NA,3,"kcg3b"
"lbdkh",7,2,NA,"fliaa",27,3,"kcg3b"
"bk26z",1,2,NA,"skt6p",32,4,"py22o"
"d81rm",5,1,NA,"z528d",21,2,"m922q"
"tyuem",23,2,3,"kcg3b",NA,6,"kcg3b"
"oqrqe",48,1,NA,"kcg3b",NA,NA,"kcg3b"
"w8vl2",65,1,5,"kcg3b",NA,5,"kcg3b"
"rnlij",4,2,NA,"mtk26",31,3,"vfiuw"
"l7a7g",57,2,3,"kcg3b",NA,1,"kcg3b"
"v0nja",27,1,2,"kcg3b",NA,7,"kcg3b"
"n284e",26,1,1,"kcg3b",NA,1,"kcg3b"
"i1216",37,2,6,"kcg3b",NA,4,"kcg3b"
"pru3f",29,2,4,"kcg3b",NA,7,"kcg3b"
"hxc55",21,2,NA,"k598q",48,7,"kcg3b"
"ub7qv",13,2,NA,"aybyo",37,5,"vhdnq"
"pbd7d",0,1,NA,"fwwxb",34,2,"kxxiz"
"r95c2",8,1,NA,"zr5mh",32,5,"kcg3b"
"r55uv",3,2,NA,"msk98",22,2,"p6tlf"
"l0i60",7,1,NA,"wb1oh",31,4,"wr46e"
"ekobx",34,1,6,"kcg3b",NA,4,"kcg3b"
"jjr0u",31,2,7,"kcg3b",NA,4,"kcg3b"
"ok32n",27,1,4,"kcg3b",NA,6,"kcg3b"
"kw4o3",35,2,6,"kcg3b",NA,3,"kcg3b"
"f84zd",8,1,NA,"wpobh",36,5,"tqxgc"
"pbr1j",31,2,1,"kcg3b",NA,3,"kcg3b"
"bm421",28,2,3,"kcg3b",NA,6,"kcg3b"
"day11",2,2,NA,"spuqz",32,4,"hzo83"
"fo43y",14,2,NA,"gvnyg",36,6,"kcg3b"
"o141b",9,2,NA,"kcg3b",NA,NA,"kcg3b"
"prbni",3,2,NA,"pru3f",29,4,"sbzta"
"c21wv",7,1,NA,"kcg3b",NA,NA,"kcg3b"
"l1hus",1,2,NA,"b6ufu",17,1,"k7h7s"
"kebea",3,1,NA,"v7v97",39,6,"h81q9"
"osbl5",4,1,NA,"q1atv",31,5,"wn38c"
"h74dx",12,2,NA,"v9fut",46,2,"kcg3b"
"ajchy",5,1,NA,"rv4nx",42,6,"yvuxu"
"la51p",23,2,4,"fhkz9",53,6,"itg54"
"axe83",1,1,NA,"hozx1",26,2,"ig742"
"zibxf",7,2,NA,"xw6ps",22,3,"kcg3b"
"xv6it",4,1,NA,"af8v6",32,4,"nzz7t"
"wdse1",4,1,NA,"gsuuh",39,5,"kcg3b"
"qy2yi",27,1,2,"kcg3b",NA,5,"kcg3b"
"f2txn",41,2,10,"kcg3b",NA,8,"kcg3b"
"p0kgx",18,1,NA,"x7tg3",44,7,"kcg3b"
"ez05e",27,1,1,"isvzn",71,7,"kcg3b"
"bebdd",52,2,6,"kcg3b",NA,4,"kcg3b"
"lb6ti",27,1,0,"kcg3b",NA,4,"kcg3b"
"mosn3",1,1,NA,"xlzye",32,3,"pvs7m"
"jom8k",3,1,NA,"gtmzu",25,2,"h0gr9"
"t0o5e",16,2,NA,"fuct2",50,7,"dgsku"
"jq8t9",5,2,NA,"c6aeb",35,4,"ogz2g"
"oxi8m",3,1,NA,"pxcy3",23,1,"dzry7"
"uk1bj",19,1,NA,"m7ifw",47,6,"r5v81"
"mcdxp",8,2,NA,"fc8rp",35,7,"kcg3b"
"j9ux3",78,2,0,"kcg3b",NA,1,"kcg3b"
"o3c30",10,2,NA,"s3y9w",27,4,"qjsp3"
"o84ec",3,2,NA,"nwhmh",25,2,"b2ngr"
"nsmmt",0,2,NA,"sv0a1",29,4,"or8dy"
"zs7tw",11,2,NA,"dfn8o",48,3,"he99n"
"gogp2",67,2,1,"kcg3b",NA,1,"kcg3b"
"lh9og",0,2,NA,"hihil",18,1,"ez05e"
"djzde",27,2,5,"kcg3b",NA,4,"kcg3b"
"gom4v",16,1,NA,"zaukl",48,8,"z31iy"
"dgzoh",13,1,NA,"rprc8",31,4,"lkswv"
"u15pd",7,1,NA,"rcwx5",35,3,"kcg3b"
"y638y",41,1,5,"kcg3b",NA,4,"kcg3b"
"yjyz0",8,2,NA,"kcg3b",NA,NA,"kcg3b"
"bqij2",25,2,2,"kcg3b",NA,3,"kcg3b"
"o1v5o",1,2,NA,"wt2n1",20,1,"kj12s"
"zb2oi",17,1,NA,"mys49",37,7,"f9jhw"
"tj6i7",39,1,8,"kcg3b",NA,3,"kcg3b"
"gi4rl",1,1,NA,"cbdhy",31,4,"qt1qc"
"pc27t",4,2,NA,"p6mdt",23,2,"q8da5"
"yxmru",26,2,0,"kcg3b",NA,2,"kcg3b"
"b17uh",14,2,NA,"decrn",36,5,"t8l2n"
"vafms",30,2,4,"kcg3b",NA,3,"kcg3b"
"hb91l",25,1,3,"kcg3b",NA,3,"kcg3b"
"tn9fj",9,1,NA,"k9hxl",33,5,"ld42k"
"mofvx",15,2,NA,"spmmf",45,9,"fi37c"
"g2vsc",25,2,3,"flemx",50,6,"kcg3b"
"vy1q7",27,2,NA,"mys49",37,7,"f9jhw"
"a5qv3",3,2,NA,"n1ed0",32,7,"myzhb"
"ebea1",28,2,4,"kcg3b",NA,6,"kcg3b"
"uhfhe",29,2,NA,"rwwhi",56,1,"kcg3b"
"zjh8z",4,1,NA,"kcg3b",NA,NA,"kcg3b"
"xe2jj",15,1,NA,"sjigy",37,4,"kcg3b"
